Appearances,Blocked shots,Assists,Passes per match,Big chances created,Crosses,Offsides,Hit woodwork,Shots,Shots on target,Shooting accuracy %,Big chances missed,Position_Defender,Position_Forward,Position_Goalkeeper,Position_Midfielder,Assists per Appearance,HighScorer
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
4,0.0,0,16.5,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0,0,0,1,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,False
26,11.0,5,43.73,6.0,20.0,1.0,1.0,45.0,23.0,51.0,2.0,0,1,0,0,0.19230769230769232,False
32,14.0,3,16.34,4.0,23.0,14.0,0.0,52.0,16.0,31.0,3.0,0,1,0,0,0.09375,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
25,2.0,0,38.64,0.0,4.0,0.0,0.0,,,,,1,0,0,0,0.0,False
2,,0,21.5,0.0,,,0.0,,,,,0,0,1,0,0.0,False
13,5.0,0,34.31,0.0,2.0,0.0,1.0,11.0,2.0,18.0,1.0,0,0,0,1,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
23,5.0,0,33.39,2.0,68.0,1.0,1.0,,,,,1,0,0,0,0.0,False
1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
13,4.0,1,11.23,0.0,13.0,1.0,0.0,13.0,5.0,38.0,1.0,0,1,0,0,0.07692307692307693,False
2,0.0,0,22.5,0.0,5.0,0.0,0.0,,,,,1,0,0,0,0.0,False
13,4.0,1,34.0,1.0,50.0,0.0,0.0,16.0,4.0,25.0,1.0,0,0,0,1,0.07692307692307693,False
0,,0,0.0,0.0,,,0.0,,,,,0,0,1,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
0,,0,0.0,0.0,,,0.0,,,,,0,0,1,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
8,2.0,1,43.38,1.0,3.0,0.0,0.0,,,,,1,0,0,0,0.125,False
30,8.0,1,19.77,1.0,6.0,3.0,1.0,47.0,17.0,36.0,8.0,0,1,0,0,0.03333333333333333,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
28,0.0,0,32.25,0.0,1.0,0.0,0.0,,,,,1,0,0,0,0.0,False
2,0.0,0,38.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
19,3.0,1,17.84,0.0,24.0,5.0,0.0,12.0,5.0,42.0,1.0,0,1,0,0,0.05263157894736842,False
1,0.0,0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
37,48.0,2,17.76,5.0,20.0,42.0,6.0,184.0,76.0,41.0,18.0,0,1,0,0,0.05405405405405406,True
34,14.0,1,63.24,4.0,13.0,1.0,0.0,25.0,5.0,20.0,0.0,0,0,0,1,0.029411764705882353,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
19,,0,27.42,0.0,,,0.0,,,,,0,0,1,0,0.0,False
15,,0,24.87,0.0,,,0.0,,,,,0,0,1,0,0.0,False
19,1.0,0,11.95,1.0,5.0,1.0,0.0,4.0,1.0,25.0,0.0,0,0,0,1,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,False
30,2.0,1,38.57,2.0,4.0,4.0,0.0,,,,,1,0,0,0,0.03333333333333333,False
15,2.0,0,22.87,0.0,6.0,0.0,0.0,,,,,1,0,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
13,11.0,2,27.0,2.0,38.0,0.0,3.0,23.0,5.0,22.0,1.0,0,1,0,0,0.15384615384615385,False
19,1.0,1,30.89,2.0,46.0,0.0,0.0,,,,,1,0,0,0,0.05263157894736842,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,False
25,6.0,2,33.44,2.0,62.0,1.0,0.0,20.0,6.0,30.0,1.0,0,0,0,1,0.08,False
23,2.0,1,34.52,3.0,60.0,2.0,0.0,,,,,1,0,0,0,0.043478260869565216,False
33,15.0,3,20.88,8.0,34.0,4.0,1.0,51.0,21.0,41.0,1.0,0,1,0,0,0.09090909090909091,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
7,0.0,0,14.14,0.0,3.0,1.0,0.0,2.0,2.0,100.0,0.0,0,0,0,1,0.0,False
19,0.0,0,63.05,0.0,1.0,0.0,0.0,,,,,1,0,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
33,13.0,1,29.82,3.0,98.0,8.0,2.0,46.0,12.0,26.0,4.0,0,0,0,1,0.030303030303030304,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
27,7.0,4,46.96,6.0,42.0,1.0,1.0,,,,,1,0,0,0,0.14814814814814814,False
17,2.0,1,84.06,1.0,0.0,0.0,0.0,,,,,1,0,0,0,0.058823529411764705,False
13,0.0,0,23.92,0.0,10.0,0.0,0.0,,,,,1,0,0,0,0.0,False
25,2.0,0,69.8,0.0,5.0,2.0,1.0,,,,,1,0,0,0,0.0,False
33,7.0,3,28.94,0.0,17.0,6.0,1.0,23.0,5.0,22.0,2.0,0,0,0,1,0.09090909090909091,False
0,,0,0.0,0.0,,,0.0,,,,,0,0,1,0,0.0,False
27,3.0,2,30.11,4.0,18.0,1.0,1.0,17.0,3.0,18.0,0.0,0,0,0,1,0.07407407407407407,False
32,17.0,4,22.56,5.0,16.0,23.0,2.0,68.0,35.0,51.0,13.0,0,1,0,0,0.125,True
12,6.0,0,18.33,0.0,8.0,1.0,0.0,11.0,0.0,0.0,2.0,0,0,0,1,0.0,False
25,6.0,2,17.84,4.0,25.0,3.0,1.0,20.0,6.0,30.0,3.0,0,0,0,1,0.08,False
27,12.0,6,44.96,6.0,82.0,3.0,0.0,44.0,18.0,41.0,3.0,0,0,0,1,0.2222222222222222,False
9,3.0,0,90.11,0.0,2.0,0.0,0.0,,,,,1,0,0,0,0.0,False
33,0.0,0,35.88,0.0,2.0,0.0,0.0,,,,,1,0,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
7,0.0,0,9.57,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,1,0.0,False
0,,0,0.0,0.0,,,0.0,,,,,0,0,1,0,0.0,False
24,4.0,2,44.63,2.0,4.0,2.0,0.0,,,,,1,0,0,0,0.08333333333333333,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
25,5.0,1,38.84,1.0,10.0,2.0,1.0,23.0,5.0,22.0,0.0,0,0,0,1,0.04,False
29,7.0,2,16.14,1.0,38.0,1.0,1.0,14.0,5.0,36.0,0.0,0,0,0,1,0.06896551724137931,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
0,,0,0.0,0.0,,,0.0,,,,,0,0,1,0,0.0,False
29,8.0,2,42.34,0.0,29.0,1.0,0.0,18.0,2.0,11.0,0.0,0,0,0,1,0.06896551724137931,False
0,,0,0.0,0.0,,,0.0,,,,,0,0,1,0,0.0,False
17,1.0,0,44.18,1.0,1.0,0.0,0.0,,,,,1,0,0,0,0.0,False
33,15.0,5,28.24,4.0,46.0,4.0,3.0,56.0,23.0,41.0,7.0,0,0,0,1,0.15151515151515152,False
34,4.0,2,32.44,2.0,16.0,1.0,1.0,15.0,4.0,27.0,1.0,0,0,0,1,0.058823529411764705,False
16,2.0,0,5.5,0.0,0.0,2.0,0.0,6.0,2.0,33.0,1.0,0,1,0,0,0.0,False
36,,0,27.67,0.0,,,0.0,,,,,0,0,1,0,0.0,False
6,2.0,1,8.5,0.0,3.0,2.0,0.0,6.0,1.0,17.0,0.0,0,1,0,0,0.16666666666666666,False
24,13.0,3,30.13,5.0,12.0,3.0,1.0,32.0,7.0,22.0,3.0,0,0,0,1,0.125,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
6,0.0,0,10.83,0.0,8.0,0.0,0.0,3.0,3.0,100.0,0.0,0,1,0,0,0.0,False
16,5.0,2,33.81,3.0,2.0,1.0,1.0,,,,,1,0,0,0,0.125,False
7,2.0,1,6.43,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0,1,0,0,0.14285714285714285,False
38,,1,33.79,0.0,,,0.0,,,,,0,0,1,0,0.02631578947368421,False
29,4.0,1,62.17,1.0,4.0,1.0,0.0,,,,,1,0,0,0,0.034482758620689655,False
26,1.0,3,31.65,3.0,71.0,1.0,0.0,,,,,1,0,0,0,0.11538461538461539,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
6,1.0,1,18.83,0.0,1.0,0.0,0.0,5.0,2.0,40.0,0.0,0,1,0,0,0.16666666666666666,False
34,18.0,7,21.21,9.0,36.0,18.0,1.0,86.0,43.0,50.0,11.0,0,1,0,0,0.20588235294117646,True
1,0.0,0,6.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,0,0.0,False
1,1.0,0,7.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,0,0.0,False
0,,0,0.0,0.0,,,0.0,,,,,0,0,1,0,0.0,False
0,,0,0.0,0.0,,,0.0,,,,,0,0,1,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
38,7.0,4,45.79,5.0,15.0,4.0,2.0,,,,,1,0,0,0,0.10526315789473684,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
36,19.0,10,35.44,12.0,158.0,10.0,0.0,73.0,36.0,49.0,5.0,0,1,0,0,0.2777777777777778,True
15,1.0,0,35.73,1.0,20.0,0.0,1.0,5.0,0.0,0.0,0.0,0,0,0,1,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,False
22,2.0,1,22.41,0.0,46.0,0.0,0.0,,,,,1,0,0,0,0.045454545454545456,False
0,,0,0.0,0.0,,,0.0,,,,,0,0,1,0,0.0,False
29,13.0,7,33.17,9.0,32.0,12.0,3.0,70.0,26.0,37.0,12.0,0,1,0,0,0.2413793103448276,True
11,1.0,0,37.55,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
21,0.0,1,25.71,3.0,30.0,2.0,0.0,,,,,1,0,0,0,0.047619047619047616,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,False
36,10.0,1,17.69,4.0,102.0,7.0,2.0,28.0,9.0,32.0,1.0,0,0,0,1,0.027777777777777776,False
28,2.0,0,34.32,0.0,4.0,0.0,0.0,,,,,1,0,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
30,18.0,5,24.37,9.0,48.0,8.0,0.0,49.0,16.0,33.0,5.0,0,1,0,0,0.16666666666666666,False
0,,0,0.0,0.0,,,0.0,,,,,0,0,1,0,0.0,False
17,1.0,0,20.65,0.0,4.0,1.0,0.0,,,,,1,0,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
1,0.0,0,2.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
27,3.0,3,25.3,3.0,100.0,2.0,0.0,,,,,1,0,0,0,0.1111111111111111,False
28,6.0,5,43.39,6.0,111.0,18.0,2.0,28.0,10.0,36.0,3.0,0,0,0,1,0.17857142857142858,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
36,5.0,1,72.25,2.0,18.0,2.0,0.0,18.0,3.0,17.0,0.0,0,0,0,1,0.027777777777777776,False
25,2.0,0,66.2,1.0,0.0,1.0,1.0,,,,,1,0,0,0,0.0,False
3,0.0,0,34.33,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
38,3.0,1,45.89,1.0,2.0,1.0,0.0,,,,,1,0,0,0,0.02631578947368421,False
9,0.0,0,23.67,1.0,7.0,0.0,0.0,,,,,1,0,0,0,0.0,False
33,9.0,1,32.42,3.0,11.0,0.0,0.0,30.0,11.0,37.0,1.0,0,0,0,1,0.030303030303030304,False
9,0.0,0,13.89,0.0,1.0,0.0,0.0,,,,,1,0,0,0,0.0,False
11,1.0,1,9.0,1.0,3.0,0.0,0.0,5.0,3.0,60.0,0.0,0,1,0,0,0.09090909090909091,False
4,0.0,0,24.25,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,1,0.0,False
30,9.0,0,11.97,0.0,88.0,5.0,0.0,30.0,6.0,20.0,1.0,0,0,0,1,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
1,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
7,0.0,0,9.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0.0,False
13,0.0,0,26.38,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,1,0.0,False
29,4.0,0,36.93,0.0,3.0,3.0,0.0,,,,,1,0,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
24,7.0,1,33.83,1.0,3.0,0.0,1.0,16.0,6.0,38.0,0.0,0,0,0,1,0.041666666666666664,False
6,0.0,0,41.17,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
11,2.0,0,44.18,0.0,1.0,0.0,0.0,7.0,1.0,14.0,0.0,0,0,0,1,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
19,,0,26.21,0.0,,,0.0,,,,,0,0,1,0,0.0,False
36,11.0,1,45.89,2.0,39.0,1.0,1.0,42.0,17.0,40.0,2.0,0,0,0,1,0.027777777777777776,True
32,8.0,3,46.25,5.0,123.0,0.0,0.0,21.0,5.0,24.0,0.0,0,0,0,1,0.09375,False
4,1.0,0,28.25,0.0,1.0,0.0,0.0,,,,,1,0,0,0,0.0,False
5,0.0,0,10.8,0.0,4.0,0.0,0.0,4.0,2.0,50.0,0.0,0,0,0,1,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
6,1.0,0,9.0,0.0,0.0,1.0,0.0,4.0,2.0,50.0,1.0,0,1,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
26,8.0,9,37.69,11.0,84.0,4.0,0.0,36.0,16.0,44.0,1.0,0,0,0,1,0.34615384615384615,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
13,4.0,1,64.38,1.0,8.0,1.0,0.0,8.0,1.0,13.0,0.0,0,0,0,1,0.07692307692307693,False
36,33.0,10,26.28,12.0,86.0,17.0,3.0,144.0,67.0,47.0,23.0,0,1,0,0,0.2777777777777778,True
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
36,15.0,3,52.83,5.0,185.0,2.0,1.0,29.0,7.0,24.0,0.0,0,0,0,1,0.08333333333333333,False
31,16.0,6,18.58,4.0,19.0,29.0,1.0,79.0,34.0,43.0,17.0,0,1,0,0,0.1935483870967742,True
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,False
32,1.0,0,28.53,0.0,0.0,1.0,0.0,,,,,1,0,0,0,0.0,False
4,0.0,0,22.0,0.0,2.0,0.0,0.0,4.0,2.0,50.0,2.0,0,0,0,1,0.0,False
28,9.0,3,29.75,3.0,90.0,9.0,0.0,35.0,11.0,31.0,1.0,0,0,0,1,0.10714285714285714,False
28,5.0,1,18.68,2.0,9.0,23.0,2.0,49.0,21.0,43.0,2.0,0,1,0,0,0.03571428571428571,False
23,6.0,0,7.0,2.0,9.0,0.0,0.0,22.0,5.0,23.0,0.0,0,1,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
0,,0,0.0,0.0,,,0.0,,,,,0,0,1,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
0,,0,0.0,0.0,,,0.0,,,,,0,0,1,0,0.0,False
4,1.0,0,10.75,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0,1,0,0,0.0,False
35,7.0,0,18.97,2.0,9.0,35.0,0.0,53.0,25.0,47.0,9.0,0,1,0,0,0.0,True
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,False
3,1.0,1,6.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,0,0,1,0.3333333333333333,False
27,3.0,1,64.22,3.0,12.0,2.0,0.0,,,,,1,0,0,0,0.037037037037037035,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
1,,0,19.0,0.0,,,0.0,,,,,0,0,1,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,False
28,5.0,2,61.39,4.0,31.0,2.0,1.0,,,,,1,0,0,0,0.07142857142857142,False
18,1.0,0,10.78,2.0,23.0,4.0,1.0,9.0,5.0,56.0,1.0,0,1,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
34,7.0,2,48.18,0.0,62.0,0.0,0.0,,,,,1,0,0,0,0.058823529411764705,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,False
3,0.0,0,26.33,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0,1,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
1,0.0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,False
22,7.0,2,11.36,3.0,7.0,20.0,3.0,37.0,18.0,49.0,7.0,0,1,0,0,0.09090909090909091,False
3,0.0,0,2.33,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0,1,0,0,0.0,False
9,1.0,0,9.22,0.0,13.0,0.0,0.0,4.0,0.0,0.0,0.0,0,0,0,1,0.0,False
2,0.0,0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,False
29,4.0,0,45.66,2.0,23.0,2.0,0.0,15.0,6.0,40.0,1.0,0,0,0,1,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,False
0,,0,0.0,0.0,,,0.0,,,,,0,0,1,0,0.0,False
3,0.0,0,22.0,0.0,9.0,2.0,0.0,1.0,0.0,0.0,0.0,0,1,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
29,1.0,1,25.97,2.0,88.0,0.0,0.0,,,,,1,0,0,0,0.034482758620689655,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
0,,0,0.0,0.0,,,0.0,,,,,0,0,1,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
1,0.0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0,0,0.0,False
21,4.0,0,36.05,1.0,8.0,0.0,1.0,13.0,5.0,38.0,0.0,0,0,0,1,0.0,False
32,3.0,0,31.66,1.0,2.0,0.0,0.0,,,,,1,0,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
15,2.0,1,10.27,0.0,1.0,4.0,1.0,10.0,3.0,30.0,2.0,0,1,0,0,0.06666666666666667,False
27,5.0,2,14.3,2.0,6.0,9.0,0.0,28.0,16.0,57.0,5.0,0,1,0,0,0.07407407407407407,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,False
36,5.0,1,31.78,0.0,163.0,2.0,0.0,,,,,1,0,0,0,0.027777777777777776,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,False
1,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
5,,0,23.4,0.0,,,0.0,,,,,0,0,1,0,0.0,False
34,6.0,0,90.41,1.0,2.0,0.0,2.0,,,,,1,0,0,0,0.0,False
1,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
35,16.0,7,23.89,5.0,86.0,3.0,1.0,47.0,17.0,36.0,0.0,0,0,0,1,0.2,False
26,13.0,8,69.58,13.0,98.0,12.0,0.0,39.0,14.0,36.0,4.0,0,0,0,1,0.3076923076923077,False
4,1.0,0,13.25,0.0,4.0,0.0,0.0,2.0,1.0,50.0,0.0,0,0,0,1,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
0,,0,0.0,0.0,,,0.0,,,,,0,0,1,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
31,12.0,2,21.1,0.0,46.0,15.0,1.0,56.0,20.0,36.0,2.0,0,1,0,0,0.06451612903225806,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,False
32,11.0,2,21.13,6.0,49.0,2.0,1.0,33.0,13.0,39.0,2.0,0,0,0,1,0.0625,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,False
0,,0,0.0,0.0,,,0.0,,,,,0,0,1,0,0.0,False
14,23.0,6,49.29,7.0,58.0,4.0,2.0,54.0,17.0,31.0,1.0,0,0,0,1,0.42857142857142855,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
38,,0,30.58,0.0,,,0.0,,,,,0,0,1,0,0.0,False
2,0.0,1,48.0,0.0,7.0,0.0,0.0,,,,,1,0,0,0,0.5,False
31,0.0,1,32.26,3.0,64.0,2.0,0.0,,,,,1,0,0,0,0.03225806451612903,False
27,29.0,10,63.74,4.0,28.0,3.0,2.0,76.0,18.0,24.0,6.0,0,0,0,1,0.37037037037037035,False
35,,0,31.4,0.0,,,0.0,,,,,0,0,1,0,0.0,False
14,11.0,1,24.57,5.0,48.0,1.0,0.0,20.0,4.0,20.0,0.0,0,0,0,1,0.07142857142857142,False
