Appearances,Blocked shots,Assists,Passes per match,Big chances created,Crosses,Offsides,Hit woodwork,Shots,Shots on target,Shooting accuracy %,Big chances missed,Position_Defender,Position_Forward,Position_Goalkeeper,Position_Midfielder,Assists per Appearance,HighScorer
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,False
0,,0,0.0,0.0,,,0.0,,,,,0,0,1,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
22,8.0,0,7.36,1.0,1.0,7.0,2.0,27.0,12.0,44.0,6.0,0,1,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,False
1,0.0,0,22.0,0.0,1.0,0.0,0.0,,,,,1,0,0,0,0.0,False
7,2.0,0,8.43,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0,0,0,1,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
0,,0,0.0,0.0,,,0.0,,,,,0,0,1,0,0.0,False
32,7.0,1,80.66,1.0,1.0,3.0,0.0,,,,,1,0,0,0,0.03125,False
8,0.0,0,30.75,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
0,,0,0.0,0.0,,,0.0,,,,,0,0,1,0,0.0,False
24,2.0,0,45.79,0.0,1.0,2.0,0.0,,,,,1,0,0,0,0.0,False
37,3.0,4,6.89,2.0,7.0,29.0,1.0,28.0,15.0,54.0,10.0,0,1,0,0,0.10810810810810811,False
31,3.0,1,41.84,2.0,23.0,0.0,0.0,,,,,1,0,0,0,0.03225806451612903,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
12,1.0,0,12.08,0.0,4.0,0.0,0.0,,,,,1,0,0,0,0.0,False
0,,0,0.0,0.0,,,0.0,,,,,0,0,1,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
0,,0,0.0,0.0,,,0.0,,,,,0,0,1,0,0.0,False
20,5.0,2,12.0,3.0,21.0,15.0,1.0,20.0,8.0,40.0,3.0,0,1,0,0,0.1,False
27,0.0,0,64.04,0.0,28.0,0.0,0.0,,,,,1,0,0,0,0.0,False
31,3.0,0,32.74,2.0,50.0,1.0,1.0,,,,,1,0,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
0,,0,0.0,0.0,,,0.0,,,,,0,0,1,0,0.0,False
19,7.0,0,37.11,1.0,14.0,0.0,0.0,,,,,1,0,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
28,5.0,0,35.79,0.0,36.0,0.0,0.0,,,,,1,0,0,0,0.0,False
38,11.0,4,50.53,9.0,241.0,0.0,2.0,44.0,20.0,45.0,2.0,0,0,0,1,0.10526315789473684,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
37,16.0,6,14.89,4.0,9.0,18.0,5.0,86.0,47.0,55.0,20.0,0,1,0,0,0.16216216216216217,True
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
27,2.0,0,62.07,1.0,2.0,1.0,0.0,,,,,1,0,0,0,0.0,False
17,3.0,1,12.18,1.0,0.0,5.0,0.0,14.0,5.0,36.0,3.0,0,1,0,0,0.058823529411764705,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
31,13.0,3,14.16,8.0,0.0,5.0,1.0,62.0,23.0,37.0,10.0,0,1,0,0,0.0967741935483871,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
38,2.0,5,51.34,6.0,57.0,1.0,0.0,,,,,1,0,0,0,0.13157894736842105,False
0,,0,0.0,0.0,,,0.0,,,,,0,0,1,0,0.0,False
2,,0,37.5,0.0,,,0.0,,,,,0,0,1,0,0.0,False
0,,0,0.0,0.0,,,0.0,,,,,0,0,1,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
27,13.0,5,31.33,8.0,60.0,4.0,2.0,41.0,18.0,44.0,2.0,0,1,0,0,0.18518518518518517,False
35,21.0,6,25.37,12.0,51.0,3.0,0.0,58.0,17.0,29.0,8.0,0,0,0,1,0.17142857142857143,False
0,,0,0.0,0.0,,,0.0,,,,,0,0,1,0,0.0,False
29,6.0,3,12.97,2.0,22.0,2.0,1.0,18.0,4.0,22.0,1.0,0,0,0,1,0.10344827586206896,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
38,3.0,3,8.61,3.0,12.0,19.0,1.0,32.0,15.0,47.0,3.0,0,0,0,1,0.07894736842105263,False
16,4.0,0,40.25,1.0,7.0,1.0,0.0,,,,,1,0,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,False
25,3.0,0,7.04,0.0,0.0,6.0,0.0,12.0,5.0,42.0,3.0,0,1,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
0,,0,0.0,0.0,,,0.0,,,,,0,0,1,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
30,0.0,0,36.37,1.0,4.0,0.0,0.0,,,,,1,0,0,0,0.0,False
0,,0,0.0,0.0,,,0.0,,,,,0,0,1,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,False
37,14.0,7,42.46,6.0,39.0,5.0,1.0,40.0,14.0,35.0,3.0,0,0,0,1,0.1891891891891892,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
26,7.0,2,22.19,2.0,8.0,1.0,0.0,26.0,5.0,19.0,1.0,0,0,0,1,0.07692307692307693,False
29,7.0,0,33.31,1.0,42.0,1.0,0.0,,,,,1,0,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,False
5,0.0,0,39.8,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
27,26.0,2,22.37,3.0,39.0,14.0,3.0,66.0,22.0,33.0,6.0,0,1,0,0,0.07407407407407407,False
7,1.0,0,25.43,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0,0,0,1,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
18,1.0,0,24.67,0.0,3.0,2.0,0.0,,,,,1,0,0,0,0.0,False
19,1.0,1,24.05,3.0,18.0,0.0,0.0,,,,,1,0,0,0,0.05263157894736842,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
27,8.0,2,63.56,2.0,37.0,1.0,0.0,,,,,1,0,0,0,0.07407407407407407,False
18,8.0,3,17.56,6.0,66.0,3.0,0.0,16.0,3.0,19.0,0.0,0,0,0,1,0.16666666666666666,False
25,3.0,0,33.04,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
0,,0,0.0,0.0,,,0.0,,,,,0,0,1,0,0.0,False
37,33.0,7,45.65,14.0,91.0,1.0,0.0,93.0,33.0,35.0,4.0,0,0,0,1,0.1891891891891892,True
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
20,1.0,1,22.55,1.0,13.0,2.0,0.0,,,,,1,0,0,0,0.05,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,False
1,0.0,0,1.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
3,0.0,0,23.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
20,2.0,0,60.55,0.0,1.0,0.0,1.0,,,,,1,0,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
27,7.0,0,7.3,0.0,5.0,13.0,2.0,31.0,14.0,45.0,4.0,0,1,0,0,0.0,True
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
31,7.0,1,24.1,6.0,76.0,17.0,1.0,52.0,22.0,42.0,4.0,0,1,0,0,0.03225806451612903,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,False
0,,0,0.0,0.0,,,0.0,,,,,0,0,1,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
21,3.0,0,55.43,0.0,5.0,0.0,0.0,,,,,1,0,0,0,0.0,False
1,0.0,0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,False
20,4.0,0,8.95,0.0,6.0,1.0,0.0,9.0,2.0,22.0,0.0,0,0,0,1,0.0,False
31,4.0,0,30.81,1.0,6.0,2.0,1.0,,,,,1,0,0,0,0.0,False
22,5.0,1,28.77,0.0,28.0,2.0,0.0,,,,,1,0,0,0,0.045454545454545456,False
33,5.0,1,31.45,3.0,41.0,8.0,0.0,,,,,1,0,0,0,0.030303030303030304,False
28,3.0,1,25.79,5.0,22.0,1.0,0.0,,,,,1,0,0,0,0.03571428571428571,False
30,4.0,0,76.53,0.0,9.0,0.0,0.0,,,,,1,0,0,0,0.0,False
29,8.0,2,61.03,3.0,11.0,0.0,0.0,,,,,1,0,0,0,0.06896551724137931,False
13,3.0,0,46.0,0.0,3.0,0.0,0.0,,,,,1,0,0,0,0.0,False
1,0.0,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
2,0.0,0,8.5,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
28,14.0,4,60.18,17.0,168.0,2.0,3.0,,,,,1,0,0,0,0.14285714285714285,False
28,,0,35.61,0.0,,,0.0,,,,,0,0,1,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
33,9.0,1,23.24,6.0,24.0,10.0,2.0,41.0,12.0,29.0,4.0,0,0,0,1,0.030303030303030304,False
36,23.0,9,30.83,7.0,137.0,2.0,2.0,98.0,40.0,41.0,10.0,0,1,0,0,0.25,True
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
34,10.0,1,14.35,2.0,8.0,2.0,1.0,49.0,22.0,45.0,6.0,0,1,0,0,0.029411764705882353,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
21,1.0,0,30.71,0.0,7.0,0.0,1.0,3.0,0.0,0.0,0.0,0,0,0,1,0.0,False
0,,0,0.0,0.0,,,0.0,,,,,0,0,1,0,0.0,False
38,5.0,3,56.61,4.0,31.0,1.0,0.0,,,,,1,0,0,0,0.07894736842105263,False
21,5.0,2,19.81,2.0,19.0,1.0,0.0,19.0,5.0,26.0,1.0,0,0,0,1,0.09523809523809523,False
12,2.0,0,21.58,0.0,26.0,0.0,0.0,8.0,4.0,50.0,0.0,0,0,0,1,0.0,False
37,12.0,7,28.73,9.0,220.0,3.0,3.0,52.0,16.0,31.0,3.0,0,0,0,1,0.1891891891891892,False
1,1.0,0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,0,0,1,0.0,False
0,,0,0.0,0.0,,,0.0,,,,,0,0,1,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
15,4.0,2,23.47,3.0,29.0,1.0,0.0,,,,,1,0,0,0,0.13333333333333333,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,False
12,1.0,2,32.58,1.0,22.0,0.0,0.0,,,,,1,0,0,0,0.16666666666666666,False
0,,0,0.0,0.0,,,0.0,,,,,0,0,1,0,0.0,False
20,3.0,3,8.6,2.0,1.0,13.0,0.0,22.0,11.0,50.0,4.0,0,1,0,0,0.15,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
35,12.0,7,23.17,7.0,97.0,7.0,1.0,48.0,20.0,42.0,4.0,0,1,0,0,0.2,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
3,0.0,0,14.33,0.0,2.0,2.0,0.0,2.0,1.0,50.0,0.0,0,1,0,0,0.0,False
26,6.0,2,10.31,1.0,27.0,9.0,0.0,30.0,14.0,47.0,6.0,0,1,0,0,0.07692307692307693,False
29,17.0,1,19.34,7.0,16.0,2.0,1.0,43.0,16.0,37.0,4.0,0,1,0,0,0.034482758620689655,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
12,0.0,0,35.67,1.0,7.0,0.0,0.0,1.0,1.0,100.0,0.0,0,0,0,1,0.0,False
30,15.0,1,11.1,6.0,5.0,13.0,1.0,42.0,11.0,26.0,6.0,0,1,0,0,0.03333333333333333,False
31,,0,23.16,0.0,,,0.0,,,,,0,0,1,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
18,2.0,1,64.72,2.0,2.0,1.0,0.0,,,,,1,0,0,0,0.05555555555555555,False
35,16.0,9,20.03,12.0,75.0,11.0,2.0,53.0,18.0,34.0,1.0,0,0,0,1,0.2571428571428571,True
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
1,0.0,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
5,1.0,0,3.8,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,1,0,0,0.0,False
0,,0,0.0,0.0,,,0.0,,,,,0,0,1,0,0.0,False
13,0.0,1,24.54,1.0,18.0,1.0,0.0,,,,,1,0,0,0,0.07692307692307693,False
27,6.0,0,28.63,1.0,0.0,0.0,0.0,21.0,5.0,24.0,0.0,0,0,0,1,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,False
6,0.0,0,9.17,0.0,4.0,0.0,0.0,,,,,1,0,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,False
10,0.0,1,8.6,1.0,3.0,0.0,0.0,2.0,2.0,100.0,0.0,0,0,0,1,0.1,False
6,2.0,0,31.17,0.0,30.0,0.0,0.0,,,,,1,0,0,0,0.0,False
32,19.0,4,43.91,6.0,45.0,0.0,3.0,66.0,19.0,29.0,1.0,0,0,0,1,0.125,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,False
8,0.0,0,15.25,0.0,4.0,2.0,0.0,,,,,1,0,0,0,0.0,False
29,1.0,0,57.48,0.0,3.0,2.0,1.0,,,,,1,0,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,False
0,,0,0.0,0.0,,,0.0,,,,,0,0,1,0,0.0,False
0,,0,0.0,0.0,,,0.0,,,,,0,0,1,0,0.0,False
0,,0,0.0,0.0,,,0.0,,,,,0,0,1,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
1,0.0,0,4.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
0,,0,0.0,0.0,,,0.0,,,,,0,0,1,0,0.0,False
21,0.0,0,37.57,0.0,13.0,0.0,0.0,,,,,1,0,0,0,0.0,False
22,5.0,1,12.77,1.0,30.0,2.0,0.0,15.0,5.0,33.0,0.0,0,0,0,1,0.045454545454545456,False
15,2.0,0,9.07,0.0,0.0,2.0,0.0,8.0,3.0,38.0,2.0,0,0,0,1,0.0,False
0,,0,0.0,0.0,,,0.0,,,,,0,0,1,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
13,4.0,1,18.31,2.0,17.0,1.0,0.0,19.0,6.0,32.0,2.0,0,1,0,0,0.07692307692307693,False
23,5.0,1,34.22,0.0,9.0,0.0,1.0,18.0,5.0,28.0,1.0,0,0,0,1,0.043478260869565216,False
5,,0,27.0,0.0,,,0.0,,,,,0,0,1,0,0.0,False
37,8.0,2,41.81,5.0,12.0,2.0,1.0,25.0,3.0,12.0,2.0,0,0,0,1,0.05405405405405406,False
0,,0,0.0,0.0,,,0.0,,,,,0,0,1,0,0.0,False
33,8.0,9,55.27,13.0,83.0,3.0,1.0,34.0,15.0,44.0,3.0,0,0,0,1,0.2727272727272727,False
17,2.0,1,5.18,0.0,8.0,0.0,0.0,8.0,4.0,50.0,0.0,0,0,0,1,0.058823529411764705,False
30,4.0,0,5.8,3.0,5.0,10.0,0.0,43.0,13.0,30.0,8.0,0,1,0,0,0.0,False
0,,0,0.0,0.0,,,0.0,,,,,0,0,1,0,0.0,False
15,3.0,1,57.0,1.0,0.0,0.0,0.0,,,,,1,0,0,0,0.06666666666666667,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,False
29,8.0,2,17.28,7.0,29.0,0.0,1.0,30.0,8.0,27.0,1.0,0,0,0,1,0.06896551724137931,False
0,,0,0.0,0.0,,,0.0,,,,,0,0,1,0,0.0,False
28,6.0,0,65.5,0.0,1.0,0.0,0.0,24.0,5.0,21.0,1.0,0,0,0,1,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
14,1.0,1,12.0,2.0,5.0,0.0,0.0,4.0,2.0,50.0,1.0,0,0,0,1,0.07142857142857142,False
34,10.0,0,22.71,0.0,40.0,4.0,0.0,,,,,1,0,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
20,2.0,1,30.55,4.0,1.0,1.0,0.0,,,,,1,0,0,0,0.05,False
0,,0,0.0,0.0,,,0.0,,,,,0,0,1,0,0.0,False
17,2.0,2,59.71,2.0,0.0,1.0,0.0,,,,,1,0,0,0,0.11764705882352941,False
0,,0,0.0,0.0,,,0.0,,,,,0,0,1,0,0.0,False
34,20.0,6,18.29,12.0,75.0,20.0,5.0,84.0,37.0,44.0,13.0,0,1,0,0,0.17647058823529413,True
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
11,4.0,3,39.73,2.0,18.0,2.0,0.0,,,,,1,0,0,0,0.2727272727272727,False
35,3.0,0,39.17,1.0,1.0,5.0,0.0,,,,,1,0,0,0,0.0,False
14,9.0,1,18.07,3.0,9.0,11.0,1.0,35.0,19.0,54.0,5.0,0,1,0,0,0.07142857142857142,False
13,1.0,0,5.62,0.0,3.0,1.0,0.0,7.0,3.0,43.0,0.0,0,1,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
21,4.0,1,5.67,1.0,2.0,6.0,1.0,13.0,2.0,15.0,2.0,0,1,0,0,0.047619047619047616,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
13,1.0,1,8.62,2.0,15.0,1.0,1.0,13.0,5.0,38.0,3.0,0,0,0,1,0.07692307692307693,False
19,10.0,0,12.05,1.0,10.0,6.0,2.0,26.0,7.0,27.0,3.0,0,1,0,0,0.0,False
33,5.0,2,31.15,0.0,57.0,2.0,0.0,28.0,11.0,39.0,1.0,0,0,0,1,0.06060606060606061,False
35,27.0,8,54.6,21.0,223.0,13.0,3.0,95.0,41.0,43.0,7.0,0,0,0,1,0.22857142857142856,True
37,16.0,8,61.19,12.0,32.0,0.0,1.0,48.0,16.0,33.0,2.0,0,0,0,1,0.21621621621621623,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
32,15.0,0,14.28,1.0,62.0,11.0,0.0,44.0,16.0,36.0,4.0,0,1,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
12,0.0,0,39.67,0.0,2.0,0.0,0.0,,,,,1,0,0,0,0.0,False
27,7.0,1,17.37,3.0,6.0,3.0,1.0,21.0,9.0,43.0,2.0,0,0,0,1,0.037037037037037035,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
22,6.0,4,30.91,3.0,13.0,1.0,0.0,,,,,1,0,0,0,0.18181818181818182,False
33,6.0,2,45.45,3.0,11.0,4.0,0.0,,,,,1,0,0,0,0.06060606060606061,False
0,,0,0.0,0.0,,,0.0,,,,,0,0,1,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
34,3.0,4,36.5,5.0,25.0,0.0,1.0,17.0,8.0,47.0,0.0,0,0,0,1,0.11764705882352941,False
32,8.0,2,13.56,4.0,3.0,24.0,3.0,73.0,31.0,42.0,16.0,0,1,0,0,0.0625,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,False
13,0.0,0,4.69,1.0,1.0,6.0,0.0,9.0,5.0,56.0,0.0,0,1,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
0,,0,0.0,0.0,,,0.0,,,,,0,0,1,0,0.0,False
11,0.0,0,5.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
25,11.0,2,56.24,2.0,13.0,6.0,0.0,39.0,9.0,23.0,4.0,0,0,0,1,0.08,False
1,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
29,10.0,2,35.45,6.0,39.0,0.0,0.0,,,,,1,0,0,0,0.06896551724137931,False
0,,0,0.0,0.0,,,0.0,,,,,0,0,1,0,0.0,False
34,4.0,3,39.71,1.0,50.0,3.0,1.0,,,,,1,0,0,0,0.08823529411764706,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
3,0.0,0,19.67,0.0,4.0,0.0,0.0,,,,,1,0,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
