Name,Position,Appearances,Clean sheets,Goals conceded,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goal,Assists,Passes,Passes per match,Big chances created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Offsides,Goals,Headed goals,Goals with right foot,Goals with left foot,Hit woodwork,Goals per match,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy %,Big chances missed,Saves,Penalties saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks,Season
Ismael Bennacer ,Midfielder,0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-16
Joe Bennett ,Defender,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-16
Nabil Bentaleb ,Midfielder,5,,,2.0,50.0,,0.0,2.0,1.0,0.0,,10.0,8.0,8.0,1.0,5.0,2.0,,0.0,0,97,19.4,0.0,0.0,0.0,0.0,2.0,1,0,3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-16
Christian Benteke ,Forward,29,,,8.0,,,16.0,0.0,13.0,10.0,,,,,,,,,,3,516,17.79,3.0,1.0,,,,2,0,29,17.0,9,3.0,6.0,0.0,1.0,0.31,1.0,0.0,61.0,20.0,33.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-16
Saido Berahino ,Forward,31,,,18.0,,,11.0,7.0,1.0,1.0,,,,,,,,,,0,457,14.74,1.0,22.0,,,,0,0,18,10.0,4,0.0,3.0,1.0,1.0,0.13,0.0,0.0,35.0,11.0,31.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-16
Steven Berghuis ,Forward,9,,,6.0,,,1.0,2.0,1.0,1.0,,,,,,,,,,2,86,9.56,1.0,18.0,,,,2,0,7,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-16
Ryan Bertrand ,Defender,32,9.0,33.0,43.0,74.0,0.0,3.0,72.0,88.0,38.0,1.0,133.0,124.0,120.0,17.0,37.0,32.0,0.0,0.0,3,1121,35.03,6.0,146.0,19.0,1.0,56.0,6,0,30,0.0,1,0.0,0.0,1.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-16
Muhamed Besic ,Midfielder,12,,,26.0,77.0,,0.0,9.0,16.0,5.0,,45.0,47.0,33.0,14.0,5.0,5.0,,0.0,0,337,28.08,1.0,6.0,17.0,1.0,23.0,1,0,5,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-16
Krystian Bielik ,Defender,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-16
Gael Bigirimana ,Midfielder,0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-16
Jerome Binnom-Williams ,Defender,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-16
Tyler Blackett ,Defender,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-16
Corey Blackett-Taylor ,Midfielder,0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-16
Jamal Blackman ,Goalkeeper,0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0,0,0.0,0.0,,,,0.0,0,0,0,,0,,,,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-16
Daley Blind ,Defender,35,12.0,35.0,95.0,71.0,0.0,2.0,80.0,119.0,56.0,1.0,274.0,165.0,123.0,21.0,34.0,55.0,0.0,0.0,1,2029,57.97,2.0,125.0,26.0,1.0,171.0,2,0,27,0.0,1,0.0,0.0,1.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-16
Jacob Blyth ,Forward,0,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,0,0,0.0,0.0,0.0,,,,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-16
Hiram Boateng ,Midfielder,1,,,0.0,0.0,,1.0,0.0,0.0,0.0,,3.0,0.0,4.0,0.0,0.0,0.0,,0.0,0,4,4.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-16
Adam Bogdan ,Goalkeeper,2,0.0,4.0,,,,,,,,,,,,,,,0.0,1.0,0,39,19.5,0.0,,,,11.0,0,0,0,,0,,,,0.0,,,,,,,,2.0,0.0,1.0,2.0,0.0,1.0,9.0,17.0,2015-16
Bojan ,Forward,27,,,18.0,,,7.0,15.0,1.0,0.0,,,,,,,,,,1,728,26.96,2.0,32.0,,,,2,0,9,3.0,7,1.0,4.0,2.0,0.0,0.26,2.0,0.0,36.0,15.0,42.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-16
Yannick Bolasie ,Forward,26,,,26.0,,,13.0,10.0,27.0,15.0,,,,,,,,,,3,506,19.46,7.0,138.0,,,,2,0,25,17.0,5,1.0,2.0,2.0,1.0,0.19,0.0,0.0,57.0,26.0,46.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-16
Wilfried Bony ,Forward,26,,,9.0,,,20.0,2.0,8.0,4.0,,,,,,,,,,3,408,15.69,3.0,1.0,,,,1,0,17,7.0,4,2.0,0.0,2.0,1.0,0.15,0.0,0.0,60.0,17.0,28.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-16
Fabio Borini ,Forward,26,,,24.0,,,8.0,22.0,30.0,5.0,,,,,,,,,,2,550,21.15,3.0,29.0,,,,6,0,31,2.0,5,0.0,4.0,1.0,0.0,0.19,1.0,0.0,48.0,18.0,38.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-16
Cameron Borthwick-Jackson ,Defender,10,1.0,6.0,8.0,75.0,0.0,0.0,11.0,17.0,8.0,0.0,43.0,29.0,45.0,9.0,10.0,23.0,0.0,0.0,1,353,35.3,2.0,27.0,19.0,0.0,12.0,0,0,8,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-16
Artur Boruc ,Goalkeeper,32,7.0,51.0,,,,,,,,,,,,,,,0.0,5.0,0,743,23.22,0.0,,,,166.0,2,0,1,,0,,,,0.0,,,,,,,,77.0,2.0,8.0,47.0,8.0,24.0,168.0,268.0,2015-16
Brad Smith ,Defender,4,0.0,5.0,11.0,91.0,0.0,1.0,3.0,12.0,1.0,0.0,14.0,22.0,21.0,4.0,2.0,5.0,0.0,0.0,0,108,27.0,0.0,14.0,29.0,0.0,5.0,1,1,7,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-16
Robbie Brady ,Midfielder,36,,,101.0,78.0,,12.0,57.0,89.0,33.0,,185.0,211.0,169.0,52.0,42.0,26.0,,1.0,2,1138,31.61,7.0,243.0,25.0,4.0,75.0,3,0,41,4.0,3,0.0,1.0,2.0,2.0,0.08,0.0,0.0,53.0,19.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-16
Cameron Brannagan ,Midfielder,3,,,5.0,60.0,,0.0,2.0,0.0,0.0,,9.0,7.0,9.0,2.0,0.0,1.0,,0.0,0,124,41.33,1.0,6.0,33.0,0.0,4.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-16
Liam Bridcutt ,Midfielder,0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-16
Miguel Britos ,Defender,24,7.0,28.0,25.0,56.0,0.0,0.0,60.0,126.0,43.0,0.0,81.0,109.0,68.0,7.0,62.0,36.0,0.0,1.0,0,786,32.75,0.0,2.0,100.0,0.0,103.0,7,0,19,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-16
Leon Britton ,Midfielder,25,,,41.0,63.0,,2.0,62.0,17.0,9.0,,138.0,84.0,80.0,16.0,9.0,12.0,,0.0,0,1000,40.0,0.0,2.0,0.0,1.0,16.0,4,0,14,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-16
Isaiah Brown ,Midfielder,0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-16
Marcus Browne ,Midfielder,0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-16
Chris Brunt ,Midfielder,22,,,28.0,79.0,,3.0,37.0,68.0,27.0,,94.0,75.0,64.0,14.0,25.0,16.0,,1.0,3,621,28.23,2.0,103.0,27.0,2.0,58.0,7,0,18,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,4.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-16
Callum Buckley ,Defender,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-16
Mark Bunn ,Goalkeeper,10,4.0,18.0,,,,,,,,,,,,,,,1.0,1.0,0,241,24.1,0.0,,,,86.0,2,0,1,,0,,,,0.0,,,,,,,,27.0,1.0,9.0,9.0,7.0,4.0,25.0,98.0,2015-16
Reece Burke ,Defender,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-16
Matt Butcher ,Midfielder,0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-16
Jack Butland ,Goalkeeper,31,10.0,37.0,,,,,,,,,,,,,,,0.0,0.0,0,883,28.48,0.0,,,,258.0,0,0,1,,0,,,,0.0,,,,,,,,103.0,0.0,12.0,43.0,11.0,36.0,120.0,287.0,2015-16
Sam Byram ,Defender,4,1.0,3.0,5.0,80.0,0.0,0.0,12.0,11.0,5.0,0.0,16.0,12.0,11.0,0.0,3.0,3.0,0.0,0.0,0,95,23.75,0.0,10.0,20.0,0.0,4.0,3,0,7,2.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-16
Sinan Bytyqi ,Midfielder,0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-16
Willy Caballero ,Goalkeeper,4,1.0,5.0,,,,,,,,,,,,,,,0.0,1.0,0,85,21.25,0.0,,,,22.0,0,0,0,,0,,,,0.0,,,,,,,,15.0,0.0,2.0,2.0,0.0,0.0,5.0,21.0,2015-16
Yohan Cabaye ,Midfielder,33,,,107.0,75.0,,20.0,120.0,17.0,5.0,,193.0,164.0,162.0,9.0,8.0,12.0,,0.0,1,1269,38.45,2.0,143.0,30.0,3.0,95.0,7,0,38,0.0,5,0.0,5.0,0.0,2.0,0.15,3.0,0.0,67.0,21.0,31.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-16
Rémy Cabella ,Midfielder,0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-16
Gary Cahill ,Defender,23,2.0,38.0,22.0,82.0,2.0,1.0,36.0,114.0,44.0,2.0,85.0,113.0,67.0,3.0,69.0,38.0,1.0,0.0,1,773,33.61,0.0,0.0,0.0,1.0,29.0,2,0,17,1.0,2,0.0,1.0,1.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-16
Geoff Cameron ,Midfielder,30,,,60.0,73.0,,7.0,56.0,98.0,59.0,,166.0,166.0,128.0,28.0,70.0,40.0,,0.0,0,1128,37.6,1.0,16.0,6.0,3.0,41.0,0,1,27,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-16
Joel Campbell ,Forward,19,,,26.0,,,2.0,10.0,3.0,1.0,,,,,,,,,,2,342,18.0,4.0,11.0,,,,0,0,9,3.0,3,0.0,0.0,3.0,0.0,0.16,0.0,0.0,19.0,7.0,37.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-16
Emre Can ,Midfielder,30,,,79.0,87.0,,8.0,62.0,43.0,16.0,,204.0,191.0,172.0,39.0,45.0,40.0,,2.0,0,1793,59.77,6.0,9.0,0.0,6.0,111.0,9,0,36,5.0,1,0.0,1.0,0.0,1.0,0.03,0.0,0.0,30.0,13.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-16
Sergi Canós ,Forward,1,,,1.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,0,5,5.0,0.0,0.0,,,,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-16
Etienne Capoue ,Midfielder,33,,,95.0,71.0,,11.0,82.0,45.0,16.0,,242.0,235.0,199.0,49.0,37.0,24.0,,0.0,1,1544,46.79,1.0,34.0,21.0,3.0,111.0,7,0,53,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,8.0,23.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-16
Baily Cargill ,Defender,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-16
Josh Carmichael ,Midfielder,0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-16
Michael Carrick ,Midfielder,28,,,43.0,63.0,,6.0,44.0,36.0,14.0,,152.0,80.0,57.0,8.0,16.0,10.0,,0.0,0,1568,56.0,1.0,6.0,67.0,4.0,110.0,4,0,11,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-16
Tom Carroll ,Midfielder,19,,,15.0,53.0,,0.0,14.0,4.0,2.0,,30.0,23.0,36.0,2.0,3.0,8.0,,0.0,0,338,17.79,0.0,12.0,25.0,0.0,21.0,3,0,8,0.0,1,0.0,0.0,1.0,0.0,0.05,0.0,0.0,5.0,3.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-16
Cameron Carter-Vickers ,Defender,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-16
Craig Cathcart ,Defender,35,10.0,46.0,45.0,76.0,0.0,2.0,63.0,171.0,87.0,0.0,121.0,132.0,67.0,8.0,68.0,42.0,1.0,1.0,0,1032,29.49,0.0,3.0,33.0,0.0,116.0,3,0,9,0.0,1,0.0,0.0,1.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-16
Lee Cattermole ,Midfielder,31,,,57.0,77.0,,4.0,52.0,31.0,21.0,,142.0,111.0,140.0,13.0,26.0,25.0,,1.0,0,929,29.97,1.0,7.0,29.0,8.0,66.0,8,0,40,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-16
Steven Caulker ,Defender,6,1.0,2.0,2.0,100.0,0.0,1.0,6.0,14.0,6.0,0.0,7.0,11.0,8.0,0.0,9.0,7.0,0.0,0.0,0,68,11.33,0.0,1.0,0.0,0.0,1.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-16
Petr Cech ,Goalkeeper,34,16.0,31.0,,,,,,,,,,,,,,,0.0,2.0,0,853,25.09,0.0,,,,279.0,0,0,0,,0,,,,0.0,,,,,,,,101.0,0.0,19.0,39.0,10.0,33.0,175.0,248.0,2015-16
Cédric Soares ,Defender,24,5.0,19.0,70.0,79.0,0.0,2.0,53.0,67.0,21.0,2.0,131.0,122.0,91.0,18.0,20.0,33.0,0.0,0.0,2,786,32.75,4.0,115.0,27.0,0.0,66.0,3,0,18,2.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-16
Bersant Celina ,Midfielder,1,,,1.0,100.0,,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,1,12,12.0,1.0,4.0,50.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-16
Nacer Chadli ,Midfielder,29,,,11.0,73.0,,6.0,8.0,16.0,7.0,,56.0,41.0,77.0,7.0,16.0,24.0,,0.0,2,378,13.03,4.0,15.0,27.0,1.0,13.0,1,0,16,4.0,3,0.0,2.0,1.0,0.0,0.1,0.0,0.0,25.0,7.0,28.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-16
Nathaniel Chalobah ,Midfielder,0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-16
Marouane Chamakh ,Forward,10,,,7.0,,,0.0,1.0,3.0,3.0,,,,,,,,,,0,93,9.3,0.0,1.0,,,,1,0,7,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-16
Calum Chambers ,Defender,12,2.0,3.0,8.0,100.0,0.0,1.0,10.0,21.0,9.0,0.0,28.0,29.0,19.0,5.0,13.0,11.0,1.0,0.0,0,195,16.25,0.0,1.0,0.0,1.0,6.0,2,0,6,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-16
Cheick Tioté ,Midfielder,20,,,48.0,81.0,,1.0,42.0,29.0,15.0,,125.0,112.0,95.0,15.0,35.0,23.0,,0.0,0,835,41.75,1.0,0.0,0.0,0.0,44.0,5,0,31,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-16
James Chester ,Defender,13,3.0,18.0,32.0,69.0,0.0,0.0,24.0,50.0,20.0,0.0,46.0,62.0,42.0,3.0,21.0,13.0,0.0,0.0,0,327,25.15,0.0,14.0,7.0,2.0,10.0,5,0,11,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-16
Chicharito ,Forward,1,,,0.0,,,0.0,1.0,0.0,0.0,,,,,,,,,,0,14,14.0,0.0,0.0,,,,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-16
Ben Chilwell ,Defender,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-16
Pedro Chirivella ,Midfielder,1,,,0.0,0.0,,0.0,0.0,1.0,0.0,,3.0,0.0,2.0,0.0,0.0,0.0,,0.0,0,33,33.0,0.0,0.0,0.0,1.0,2.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-16
Papiss Demba Cissé ,Forward,21,,,10.0,,,2.0,3.0,10.0,7.0,,,,,,,,,,0,405,19.29,0.0,8.0,,,,1,0,13,19.0,3,2.0,0.0,0.0,0.0,0.14,0.0,0.0,23.0,9.0,39.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-16
Aly Cissokho ,Defender,18,3.0,40.0,26.0,73.0,0.0,1.0,40.0,75.0,21.0,0.0,84.0,56.0,44.0,4.0,22.0,12.0,0.0,0.0,0,647,35.94,0.0,81.0,19.0,0.0,36.0,3,1,13,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-16
Ciaran Clark ,Defender,18,3.0,31.0,24.0,75.0,0.0,0.0,47.0,127.0,60.0,0.0,68.0,93.0,58.0,9.0,50.0,30.0,0.0,2.0,0,559,31.06,1.0,1.0,100.0,0.0,30.0,6,0,14,0.0,1,1.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-16
Jake Clarke-Salter ,Defender,1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0,6,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-16
Jordy Clasie ,Midfielder,22,,,42.0,88.0,,6.0,55.0,28.0,8.0,,120.0,62.0,90.0,4.0,8.0,24.0,,0.0,0,768,34.91,0.0,19.0,32.0,3.0,50.0,5,0,18,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-16
Daniel Cleary ,Defender,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-16
